time_step,signal_1,signal_2,signal_3,signal_4,signal_5,signal_6,signal_7,signal_8,signal_9,signal_10,signal_11,signal_12,signal_13,signal_14,signal_15,signal_16,signal_17,signal_18,signal_19,signal_20
2015,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86
2016,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02,302.02
2017,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31,301.31
2018,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57,300.57
2019,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99,299.99
2020,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11,300.11
2021,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77,299.77
2022,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48,300.48
2023,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55,301.55
2024,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15,303.15
2025,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88
2026,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6,305.6
2027,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45,306.45
2028,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05,307.05
2029,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25,308.25
2030,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45,308.45
2031,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42,308.42
2032,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15
2033,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66,307.66
2034,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06,306.06
2035,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5,303.5
2036,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77,302.77
2037,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15,302.15
2038,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3,301.3
2039,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73,300.73
2040,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59,300.59
2041,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81,300.81
2042,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16,300.16
2043,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29,300.29
2044,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13,300.13
2045,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59,299.59
2046,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34
2047,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54,300.54
2048,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11,302.11
2049,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33,303.33
2050,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45,304.45
2051,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42,305.42
2052,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15
2053,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97,306.97
2054,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95,306.95
2055,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15,307.15
2056,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7,306.7
2057,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35,306.35
2058,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
2059,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65,304.65
2060,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52,304.52
2061,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65,303.65
2062,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43
2063,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81,301.81
2064,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44,300.44
2065,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65,300.65
2066,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45,299.45
2067,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03,299.03
2068,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58,298.58
2069,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35,298.35
2070,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34,299.34
2071,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87,300.87
2072,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04,304.04
2073,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93,305.93
2074,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78,307.78
2075,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27
2076,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59,310.59
2077,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15,311.15
2078,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55,311.55
2079,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75,311.75
2080,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95
2081,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59,311.59
2082,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55,310.55
2083,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04,309.04
2084,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93,307.93
2085,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14,306.14
2086,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97,304.97
2087,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83,303.83
2088,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47,303.47
2089,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59,303.59
2090,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88,303.88
2091,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01,304.01
2092,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54,303.54
2093,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32,302.32
2094,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23,303.23
2095,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24,305.24
2096,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41,307.41
2097,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45
2098,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75,310.75
2099,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95,311.95
2100,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65,312.65
2101,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71
2102,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93,313.93
2103,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59,313.59
2104,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71,313.71
2105,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85,312.85
2106,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65,311.65
2107,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26,310.26
2108,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27,309.27
2109,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44,307.44
2110,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3,306.3
2111,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75,305.75
2112,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98,304.98
2113,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45,303.45
2114,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86,302.86
2115,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87,301.87
2116,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13,302.13
2117,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54
2118,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43,302.43
2119,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59,304.59
2120,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34,306.34
2121,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85,308.85
2122,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65,310.65
2123,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05,312.05
2124,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14,313.14
2125,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34,314.34
2126,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74,314.74
2127,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95,314.95
2128,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59,314.59
2129,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27,314.27
2130,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48,312.48
2131,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84,310.84
2132,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72,309.72
2133,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49,307.49
2134,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66,306.66
2135,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9,304.9
2136,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47
2137,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47,304.47
2138,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49,303.49
2139,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19,302.19
2140,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71,301.71
2141,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54,301.54
2142,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84,301.84
2143,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05,304.05
2144,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15,306.15
2145,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23,308.23
2146,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45,309.45
2147,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25,311.25
2148,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41,312.41
2149,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35
2150,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7,313.7
2151,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35,313.35
2152,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06,313.06
2153,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24,312.24
2154,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85,310.85
2155,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97,308.97
2156,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15,308.15
2157,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29,306.29
2158,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57,305.57
2159,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88,304.88
2160,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17,304.17
